Drive ID,Time,StartLoc,Holiday,Day,NbPassengers,EndLoc
51,13.5,work,FALSE,Wednesday,1,home
52,8.05,home,FALSE,Thursday,1,work
53,18.55,work,FALSE,Thursday,1,home
54,8.16,home,FALSE,Friday,1,work
55,16.35,work,FALSE,Friday,1,home
56,12.12,home,TRUE,Saturday,1,other
57,19.42,other,TRUE,Saturday,1,home
58,11.11,home,TRUE,Sunday,2,other
59,11.54,other,TRUE,Sunday,2,home
60,14.52,home,TRUE,Sunday,2,other
61,22.36,other,TRUE,Sunday,2,home
62,8.16,home,FALSE,Monday,1,work
63,17.23,work,FALSE,Monday,1,home
64,7.52,home,FALSE,Tuesday,1,work
65,19.01,work,FALSE,Tuesday,1,home
66,7.55,home,FALSE,Wednesday,1,work
67,13.59,work,FALSE,Wednesday,1,home
68,7.39,home,FALSE,Thursday,1,work
69,17.59,work,FALSE,Thursday,1,home
70,9.56,home,FALSE,Friday,1,work
71,17.26,work,FALSE,Friday,1,home
72,13.13,home,TRUE,Saturday,1,gym
73,14.56,gym,TRUE,Saturday,2,home
74,8.16,home,FALSE,Monday,1,work
75,19.02,work,FALSE,Monday,1,home
76,9.1,home,FALSE,Tuesday,1,work
77,16.19,work,FALSE,Tuesday,1,home
78,8.21,home,FALSE,Wednesday,1,work
79,17.31,work,FALSE,Wednesday,1,home
80,7.29,home,FALSE,Thursday,1,work
81,13.58,work,FALSE,Thursday,1,home
82,7.53,home,FALSE,Friday,1,work
83,16.44,work,FALSE,Friday,1,home
84,11.59,home,TRUE,Saturday,1,other
85,13.42,other,TRUE,Saturday,1,home
86,13.13,home,TRUE,Sunday,1,gym
87,14.14,gym,TRUE,Sunday,1,home
88,19.26,home,TRUE,Sunday,1,other
89,20.2,other,TRUE,Sunday,1,home
90,8.14,home,FALSE,Monday,1,work
91,15.55,work,FALSE,Monday,1,home
92,8.15,home,FALSE,Tuesday,1,work
93,16.53,work,FALSE,Tuesday,1,home
94,8.54,home,FALSE,Wednesday,1,work
95,19.33,work,FALSE,Wednesday,1,home
96,10.12,home,FALSE,Thursday,1,work
97,20.04,work,FALSE,Thursday,1,home
98,9.15,home,FALSE,Friday,1,work
99,16.16,work,FALSE,Friday,1,gym
100,20.15,gym,FALSE,Friday,1,home
101,23.1,home,FALSE,Friday,2,other
102,2.36,other,TRUE,Saturday,2,other
103,3.3,other,TRUE,Saturday,2,home
104,14.25,home,TRUE,Sunday,2,other
105,16.26,other,TRUE,Sunday,2,home
106,19.05,home,TRUE,Sunday,1,gym
107,19.59,gym,TRUE,Sunday,1,home
108,9.45,home,FALSE,Monday,1,work
109,18.49,work,FALSE,Monday,1,home
110,8.17,home,FALSE,Tuesday,1,work
111,18.06,work,FALSE,Tuesday,1,home
112,8.08,home,FALSE,Thursday,1,work
113,17.51,work,FALSE,Thursday,1,home
114,21.25,home,FALSE,Thursday,2,other
115,23.58,other,FALSE,Thursday,2,home
116,8.11,home,FALSE,Friday,1,work
117,16.12,work,FALSE,Friday,1,home
118,12.12,home,TRUE,Saturday,2,other
119,22.21,other,TRUE,Saturday,2,home
120,11.25,home,TRUE,Sunday,2,other
121,11.59,other,TRUE,Sunday,2,home
122,9.25,home,FALSE,Monday,1,work
123,19.15,work,FALSE,Monday,1,home
124,7.55,home,FALSE,Tuesday,1,work
125,15.13,work,FALSE,Tuesday,1,home
126,7.48,home,FALSE,Wednesday,1,work
127,15.45,work,FALSE,Wednesday,1,home
128,8.45,home,FALSE,Thursday,1,work
129,17.59,work,FALSE,Thursday,1,home
130,8.42,home,FALSE,Friday,1,work
131,18.36,work,FALSE,Friday,1,home
132,14.39,home,TRUE,Saturday,2,other
133,17.24,other,TRUE,Saturday,2,home
134,7.59,home,FALSE,Monday,1,work
135,17.36,work,FALSE,Monday,1,home
136,8.24,home,FALSE,Tuesday,1,work
137,20.01,work,FALSE,Tuesday,1,home
138,10.15,home,FALSE,Wednesday,1,work
139,13.36,work,FALSE,Wednesday,1,home
140,11.36,home,TRUE,Thursday,1,other
141,14.45,other,TRUE,Thursday,1,home
142,12.47,home,TRUE,Friday,1,other
143,15.36,other,TRUE,Friday,1,home
144,8.59,home,TRUE,Friday,2,other
145,11.3,other,TRUE,Friday,2,home
146,14.18,home,TRUE,Friday,1,gym
147,15.19,gym,TRUE,Friday,2,home
148,16.36,home,TRUE,Saturday,2,other
149,18.45,other,TRUE,Saturday,2,other
150,9.55,other,TRUE,Sunday,2,other
151,14.52,other,TRUE,Sunday,2,home
152,10.16,home,FALSE,Monday,1,work
153,19.05,work,FALSE,Monday,1,home
154,7.59,home,FALSE,Tuesday,1,work
155,18.58,work,FALSE,Tuesday,1,home
156,8.15,home,FALSE,Wednesday,1,work
157,18.55,work,FALSE,Wednesday,1,home
158,7.36,home,FALSE,Thursday,1,work
159,15.59,work,FALSE,Thursday,1,home
160,7.53,home,FALSE,Thursday,1,work
161,19.19,work,FALSE,Thursday,1,home
162,13.47,home,TRUE,Saturday,1,gym
163,15.21,gym,TRUE,Saturday,1,home
164,19.25,home,TRUE,Sunday,2,other
165,22.1,other,TRUE,Sunday,2,home
166,10.15,home,FALSE,Monday,1,work
167,20.26,work,FALSE,Monday,1,home
168,7.46,home,FALSE,Tuesday,1,work
169,17.09,work,FALSE,Tuesday,1,home
170,8.25,home,FALSE,Wednesday,1,work
171,19,work,FALSE,Wednesday,1,home
172,9.12,home,FALSE,Friday,1,work
173,17.58,work,FALSE,Friday,1,home
174,13.25,home,TRUE,Saturday,2,other
175,16.4,other,TRUE,Saturday,3,home
176,11.25,home,TRUE,Sunday,1,other
177,16.21,other,TRUE,Sunday,1,home
178,8,home,FALSE,Monday,1,work
179,19,work,FALSE,Monday,1,home
180,8.1,home,FALSE,Tuesday,1,work
181,18.2,work,FALSE,Tuesday,1,home
182,8.2,home,FALSE,Wednesday,1,work
183,18.3,work,FALSE,Wednesday,1,home
184,8.3,home,FALSE,Thursday,1,work
185,18.44,work,FALSE,Thursday,1,home
186,8.4,home,FALSE,Friday,1,work
187,18.55,work,FALSE,Friday,1,home
188,11.36,home,TRUE,Saturday,1,gym
189,12.39,gym,TRUE,Saturday,1,home
190,17.59,home,TRUE,Sunday,3,other
191,23.12,other,TRUE,Sunday,3,home
192,9.1,home,FALSE,Monday,1,work
193,15.3,work,FALSE,Monday,1,home
194,9.2,home,FALSE,Tuesday,1,work
195,16.2,work,FALSE,Tuesday,1,home
196,9.3,home,FALSE,Wednesday,1,work
197,17.3,work,FALSE,Wednesday,1,home
198,9.4,home,FALSE,Thursday,1,work
199,18.25,work,FALSE,Thursday,1,home
200,9.5,home,FALSE,Friday,1,work
201,17.56,work,FALSE,Friday,1,home
202,20.21,home,FALSE,Friday,1,gym
203,22.47,gym,FALSE,Friday,1,home
204,23.23,home,FALSE,Friday,2,other
205,2.39,other,FALSE,Saturday,2,home
206,10.58,home,TRUE,Saturday,2,other
207,11.55,other,TRUE,Saturday,2,home
208,13.12,home,TRUE,Sunday,1,gym
209,15.36,gym,TRUE,Sunday,1,home
210,7.5,home,FALSE,Monday,1,work
211,19.19,work,FALSE,Monday,1,gym
212,7.51,home,FALSE,Tuesday,1,work
213,19.21,work,FALSE,Tuesday,1,gym
214,7.52,home,FALSE,Wednesday,1,work
215,18.25,work,FALSE,Wednesday,1,gym
216,7.56,home,FALSE,Thursday,1,work
217,15.19,work,FALSE,Thursday,1,home
218,15.26,home,TRUE,Saturday,2,other
219,22.39,other,TRUE,Saturday,2,home
220,7.25,home,FALSE,Monday,1,work
221,19.1,work,FALSE,Monday,1,gym
222,7.36,home,FALSE,Tuesday,1,work
223,19.12,work,FALSE,Tuesday,1,gym
224,7.59,home,FALSE,Wednesday,1,work
225,19,work,FALSE,Wednesday,1,home
226,20.36,home,FALSE,Wednesday,1,other
227,20.57,other,FALSE,Wednesday,1,home
228,9.25,home,FALSE,Thursday,1,work
229,16.45,work,FALSE,Thursday,1,home
230,16.36,home,FALSE,Thursday,1,other
231,20.42,other,FALSE,Thursday,1,home
232,8.15,home,FALSE,Friday,1,work
233,16.25,work,FALSE,Friday,1,home
234,19.58,home,FALSE,Friday,1,gym
235,21.15,gym,FALSE,Friday,1,home
236,12.19,home,TRUE,Sunday,1,work
237,15.05,work,TRUE,Sunday,1,home
238,10.58,home,FALSE,Monday,1,work
239,20.34,work,FALSE,Monday,1,gym
240,8.1,home,FALSE,Tuesday,1,work
241,19.15,work,FALSE,Tuesday,1,gym
242,8.12,home,FALSE,Wednesday,1,work
243,19.02,work,FALSE,Wednesday,1,gym
244,8.19,home,FALSE,Friday,1,work
245,17.56,work,FALSE,Friday,1,home
246,8.45,home,TRUE,Saturday,1,other
247,12.1,other,TRUE,Saturday,2,home
248,9.12,home,FALSE,Monday,1,work
249,17.15,work,FALSE,Monday,1,gym
250,9.4,home,FALSE,Tuesday,1,work
251,20.01,work,FALSE,Tuesday,1,gym
252,8.15,home,FALSE,Wednesday,1,work
253,16.25,work,FALSE,Wednesday,1,gym
254,8.36,home,FALSE,Thursday,1,work
255,17.36,work,FALSE,Thursday,1,home
256,9.19,home,FALSE,Friday,1,work
257,17.05,work,FALSE,Friday,1,home
258,14.25,home,TRUE,Sunday,2,other
259,19.32,other,TRUE,Sunday,2,home
260,20.2,home,TRUE,Sunday,2,other
261,22.21,other,TRUE,Sunday,2,home
262,23.33,home,TRUE,Sunday,1,work
263,1.2,work,TRUE,Monday,1,home
264,8.1,home,FALSE,Monday,1,work
265,16.16,work,FALSE,Monday,1,gym
266,8.12,home,FALSE,Tuesday,1,work
267,17.54,work,FALSE,Tuesday,1,gym
268,9.13,home,FALSE,Wednesday,1,work
269,17.3,work,FALSE,Wednesday,1,gym
270,9.15,home,FALSE,Thursday,1,work
271,19.05,work,FALSE,Thursday,1,home
272,7.56,home,FALSE,Friday,1,work
273,17.25,work,FALSE,Friday,1,home
274,20.5,home,FALSE,Friday,1,gym
275,22.5,gym,FALSE,Friday,1,home
276,12.52,home,TRUE,Saturday,2,other
277,16.36,other,TRUE,Saturday,2,home
278,19.36,home,TRUE,Saturday,2,other
279,23.1,other,TRUE,Saturday,2,home
280,14.25,home,TRUE,Sunday,1,gym
281,15.42,gym,TRUE,Sunday,1,home
282,7.15,home,FALSE,Monday,1,work
283,18.18,work,FALSE,Monday,1,gym
284,7.16,home,FALSE,Tuesday,1,work
285,18.19,work,FALSE,Tuesday,1,gym
286,7.25,home,FALSE,Wednesday,1,work
287,18.05,work,FALSE,Wednesday,1,gym
288,7.1,home,FALSE,Thursday,1,other
289,7.3,other,FALSE,Thursday,1,work
290,8.25,work,FALSE,Thursday,1,work
291,19.49,work,FALSE,Thursday,1,home
292,9.36,home,FALSE,Friday,1,work
293,19.02,work,FALSE,Friday,1,home
294,22.01,home,TRUE,Saturday,2,other
295,23.49,other,TRUE,Saturday,2,home
296,8.1,home,FALSE,Monday,1,work
297,17.56,work,FALSE,Monday,1,gym
298,8.16,home,FALSE,Tuesday,1,work
299,17.2,work,FALSE,Tuesday,1,gym
300,8.17,home,FALSE,Wednesday,1,work
301,16.45,work,FALSE,Wednesday,1,gym
302,8.19,home,FALSE,Thursday,1,work
303,16.23,work,FALSE,Thursday,1,home
304,8.14,home,FALSE,Friday,1,work
305,19.02,work,FALSE,Friday,1,home
306,14.25,home,TRUE,Saturday,1,gym
307,16.3,gym,TRUE,Saturday,1,home
308,15.25,home,TRUE,Sunday,2,other
309,19.47,other,TRUE,Sunday,2,home
310,10.1,home,FALSE,Monday,1,work
311,20.1,work,FALSE,Monday,1,gym
312,10.25,home,FALSE,Tuesday,1,work
313,20.15,work,FALSE,Tuesday,1,gym
314,10.3,home,FALSE,Wednesday,1,work
315,20.2,work,FALSE,Wednesday,1,gym
316,10.21,home,FALSE,Thursday,1,work
317,20.26,work,FALSE,Thursday,1,home
318,9.25,home,FALSE,Friday,1,work
319,19.48,work,FALSE,Friday,1,home
320,9.36,home,FALSE,Friday,1,work
321,17.25,work,FALSE,Friday,1,home
322,13.25,home,TRUE,Saturday,1,gym
323,15.1,gym,TRUE,Saturday,1,home
324,15.24,home,TRUE,Sunday,1,other
325,16.14,other,TRUE,Sunday,1,home
326,7.55,home,FALSE,Monday,1,work
327,19.01,work,FALSE,Monday,1,gym
328,7.59,home,FALSE,Tuesday,1,work
329,19.05,work,FALSE,Tuesday,1,gym
330,7.5,home,FALSE,Wednesday,1,work
331,16.58,work,FALSE,Wednesday,1,gym
332,7.39,home,FALSE,Friday,1,work
333,16.48,work,FALSE,Friday,1,home
334,7.58,home,TRUE,Saturday,1,other
335,10.2,other,TRUE,Saturday,1,home
336,16.39,home,TRUE,Sunday,1,gym
337,18.25,gym,TRUE,Sunday,1,home
338,8.01,home,FALSE,Monday,1,work
339,18.21,work,FALSE,Monday,1,gym
340,8.25,home,FALSE,Tuesday,1,work
341,18.25,work,FALSE,Tuesday,1,gym
342,8.36,home,FALSE,Wednesday,1,work
343,18.49,work,FALSE,Wednesday,1,gym
344,8.18,home,FALSE,Thursday,1,work
345,16.45,work,FALSE,Thursday,1,home
346,20.2,home,TRUE,Saturday,2,other
347,23.45,other,TRUE,Saturday,2,home
348,8.42,home,FALSE,Monday,1,work
349,19.02,work,FALSE,Monday,1,gym
350,8.42,home,FALSE,Tuesday,1,work
351,19.1,work,FALSE,Tuesday,1,gym
352,7.36,home,FALSE,Wednesday,1,work
353,16.45,work,FALSE,Wednesday,1,gym
354,8.36,home,FALSE,Thursday,1,work
355,19.09,work,FALSE,Thursday,1,home
356,8.42,home,FALSE,Friday,1,work
357,17.25,work,FALSE,Friday,1,home
358,12.25,home,TRUE,Sunday,2,other
359,13.45,other,TRUE,Sunday,1,home
360,8.18,home,FALSE,Monday,1,work
361,17.25,work,FALSE,Monday,1,gym
362,8.25,home,FALSE,Tuesday,1,work
363,18.2,work,FALSE,Tuesday,1,gym
364,8.45,home,FALSE,Wednesday,1,work
365,19.03,work,FALSE,Wednesday,1,gym
366,8.3,home,FALSE,Thursday,1,work
